Area,Item,Year,Value,Pesticides,average_rain_fall,avg_temp
Canada,Maize (corn),2012,9157.9,73508.9,537.0,8.66
Canada,Maize (corn),2012,9157.9,73508.9,537.0,7.85
Canada,Maize (corn),2013,9545.1,81659.8,537.0,9.19
Canada,Maize (corn),2013,9545.1,81659.8,537.0,10.11
Canada,Maize (corn),2013,9545.1,81659.8,537.0,7.86
Canada,Maize (corn),2013,9545.1,81659.8,537.0,7.08
Canada,Maize (corn),2013,9545.1,81659.8,537.0,8.46
Canada,Maize (corn),2013,9545.1,81659.8,537.0,9.85
Canada,Oats,1990,2332.8,29568.0,537.0,8.2
Canada,Oats,1990,2332.8,29568.0,537.0,9.48
Canada,Oats,1990,2332.8,29568.0,537.0,6.07
Canada,Oats,1990,2332.8,29568.0,537.0,5.57
Canada,Oats,1990,2332.8,29568.0,537.0,7.41
Canada,Oats,1990,2332.8,29568.0,537.0,7.82
Canada,Oats,1991,2131.0,29477.5,537.0,8.13
Canada,Oats,1991,2131.0,29477.5,537.0,9.72
Canada,Oats,1991,2131.0,29477.5,537.0,5.82
Canada,Oats,1991,2131.0,29477.5,537.0,5.46
Canada,Oats,1991,2131.0,29477.5,537.0,7.55
Canada,Oats,1991,2131.0,29477.5,537.0,7.89
Canada,Oats,1992,2276.1,29387.0,537.0,6.25
Canada,Oats,1992,2276.1,29387.0,537.0,8.05
Canada,Oats,1992,2276.1,29387.0,537.0,4.41
Canada,Oats,1992,2276.1,29387.0,537.0,3.69
Canada,Oats,1992,2276.1,29387.0,537.0,5.79
Canada,Oats,1992,2276.1,29387.0,537.0,8.77
Canada,Oats,1993,2648.4,29296.5,537.0,6.48
Canada,Oats,1993,2648.4,29296.5,537.0,8.11
Canada,Oats,1993,2648.4,29296.5,537.0,4.52
Canada,Oats,1993,2648.4,29296.5,537.0,3.96
Canada,Oats,1993,2648.4,29296.5,537.0,5.87
Canada,Oats,1993,2648.4,29296.5,537.0,7.69
Canada,Oats,1994,2439.7,29206.0,537.0,6.52
Canada,Oats,1994,2439.7,29206.0,537.0,8.11
Canada,Oats,1994,2439.7,29206.0,537.0,4.72
Canada,Oats,1994,2439.7,29206.0,537.0,4.06
Canada,Oats,1994,2439.7,29206.0,537.0,5.95
Canada,Oats,1994,2439.7,29206.0,537.0,8.27
Canada,Oats,1995,2372.3,32234.97,537.0,7.19
Canada,Oats,1995,2372.3,32234.97,537.0,8.52
Canada,Oats,1995,2372.3,32234.97,537.0,5.47
Canada,Oats,1995,2372.3,32234.97,537.0,4.81
Canada,Oats,1995,2372.3,32234.97,537.0,6.38
Canada,Oats,1995,2372.3,32234.97,537.0,8.49
Canada,Oats,1996,2589.7,35263.94,537.0,6.88
Canada,Oats,1996,2589.7,35263.94,537.0,7.85
Canada,Oats,1996,2589.7,35263.94,537.0,5.25
Canada,Oats,1996,2589.7,35263.94,537.0,4.66
Canada,Oats,1996,2589.7,35263.94,537.0,5.81
Canada,Oats,1996,2589.7,35263.94,537.0,7.16
Canada,Oats,1997,2325.5,38292.91,537.0,6.72
Canada,Oats,1997,2325.5,38292.91,537.0,8.09
Canada,Oats,1997,2325.5,38292.91,537.0,4.54
Canada,Oats,1997,2325.5,38292.91,537.0,3.99
Canada,Oats,1997,2325.5,38292.91,537.0,6.0
Canada,Oats,1997,2325.5,38292.91,537.0,8.23
Canada,Oats,1998,2486.5,41321.89,537.0,9.01
Canada,Oats,1998,2486.5,41321.89,537.0,10.6
Canada,Oats,1998,2486.5,41321.89,537.0,7.0
Canada,Oats,1998,2486.5,41321.89,537.0,6.68
Canada,Oats,1998,2486.5,41321.89,537.0,8.54
Canada,Oats,1998,2486.5,41321.89,537.0,8.72
Canada,Oats,1999,2603.9,44350.86,537.0,8.29
Canada,Oats,1999,2603.9,44350.86,537.0,9.53
Canada,Oats,1999,2603.9,44350.86,537.0,6.71
Canada,Oats,1999,2603.9,44350.86,537.0,6.02
Canada,Oats,1999,2603.9,44350.86,537.0,7.75
Canada,Oats,1999,2603.9,44350.86,537.0,7.69
Canada,Oats,2000,2607.7,39718.43,537.0,6.93
Canada,Oats,2000,2607.7,39718.43,537.0,8.67
Canada,Oats,2000,2607.7,39718.43,537.0,5.14
Canada,Oats,2000,2607.7,39718.43,537.0,4.61
Canada,Oats,2000,2607.7,39718.43,537.0,6.67
Canada,Oats,2000,2607.7,39718.43,537.0,7.63
Canada,Oats,2001,2172.7,38501.0,537.0,8.47
Canada,Oats,2001,2172.7,38501.0,537.0,9.63
Canada,Oats,2001,2172.7,38501.0,537.0,6.46
Canada,Oats,2001,2172.7,38501.0,537.0,6.01
Canada,Oats,2001,2172.7,38501.0,537.0,7.76
Canada,Oats,2001,2172.7,38501.0,537.0,7.77
Canada,Oats,2002,2110.9,34264.57,537.0,8.18
Canada,Oats,2002,2110.9,34264.57,537.0,9.45
Canada,Oats,2002,2110.9,34264.57,537.0,6.01
Canada,Oats,2002,2110.9,34264.57,537.0,5.47
Canada,Oats,2002,2110.9,34264.57,537.0,7.48
Canada,Oats,2002,2110.9,34264.57,537.0,7.82
Canada,Oats,2004,2809.0,36163.71,537.0,7.02
Canada,Oats,2004,2809.0,36163.71,537.0,8.63
Canada,Oats,2004,2809.0,36163.71,537.0,4.91
Canada,Oats,2004,2809.0,36163.71,537.0,4.46
Canada,Oats,2004,2809.0,36163.71,537.0,6.4
Canada,Oats,2004,2809.0,36163.71,537.0,8.95
Canada,Oats,2005,2582.2,36382.29,537.0,7.89
Canada,Oats,2005,2582.2,36382.29,537.0,9.05
Canada,Oats,2005,2582.2,36382.29,537.0,5.95
Canada,Oats,2005,2582.2,36382.29,537.0,5.53
Canada,Oats,2005,2582.2,36382.29,537.0,7.22
Canada,Oats,2005,2582.2,36382.29,537.0,8.38
Canada,Oats,2006,2506.6,36585.61,537.0,8.66
Canada,Oats,2006,2506.6,36585.61,537.0,9.83
Canada,Oats,2006,2506.6,36585.61,537.0,6.95
Canada,Oats,2006,2506.6,36585.61,537.0,6.3
Canada,Oats,2006,2506.6,36585.61,537.0,7.85
Canada,Oats,2006,2506.6,36585.61,537.0,8.31
Canada,Oats,2007,2589.7,45146.45,537.0,7.42
Canada,Oats,2007,2589.7,45146.45,537.0,9.14
Canada,Oats,2007,2589.7,45146.45,537.0,5.25
Canada,Oats,2007,2589.7,45146.45,537.0,4.96
Canada,Oats,2007,2589.7,45146.45,537.0,7.07
Canada,Oats,2007,2589.7,45146.45,537.0,7.72
Canada,Oats,2008,2949.9,53707.3,537.0,7.5
Canada,Oats,2008,2949.9,53707.3,537.0,8.61
Canada,Oats,2008,2949.9,53707.3,537.0,5.62
Canada,Oats,2008,2949.9,53707.3,537.0,5.01
Canada,Oats,2008,2949.9,53707.3,537.0,6.58
Canada,Oats,2008,2949.9,53707.3,537.0,7.3
Canada,Oats,2009,2969.7,54529.4,537.0,7.12
Canada,Oats,2009,2969.7,54529.4,537.0,8.38
Canada,Oats,2009,2969.7,54529.4,537.0,5.27
Canada,Oats,2009,2969.7,54529.4,537.0,4.71
Canada,Oats,2009,2969.7,54529.4,537.0,6.28
Canada,Oats,2009,2969.7,54529.4,537.0,7.8
Canada,Oats,2010,2749.1,61050.0,537.0,8.64
Canada,Oats,2010,2749.1,61050.0,537.0,9.47
Canada,Oats,2010,2749.1,61050.0,537.0,7.11
Canada,Oats,2010,2749.1,61050.0,537.0,6.73
Canada,Oats,2010,2749.1,61050.0,537.0,7.77
Canada,Oats,2010,2749.1,61050.0,537.0,8.33
Canada,Oats,2011,2913.7,62107.2,537.0,8.34
Canada,Oats,2011,2913.7,62107.2,537.0,9.32
Canada,Oats,2011,2913.7,62107.2,537.0,6.52
Canada,Oats,2011,2913.7,62107.2,537.0,6.14
Canada,Oats,2011,2913.7,62107.2,537.0,7.3
Canada,Oats,2011,2913.7,62107.2,537.0,7.21
Canada,Oats,2012,2816.1,73508.9,537.0,9.24
Canada,Oats,2012,2816.1,73508.9,537.0,10.51
Canada,Oats,2012,2816.1,73508.9,537.0,7.09
Canada,Oats,2012,2816.1,73508.9,537.0,6.59
Canada,Oats,2012,2816.1,73508.9,537.0,8.66
Canada,Oats,2012,2816.1,73508.9,537.0,7.85
Canada,Oats,2013,3480.4,81659.8,537.0,9.19
Canada,Oats,2013,3480.4,81659.8,537.0,10.11
Canada,Oats,2013,3480.4,81659.8,537.0,7.86
Canada,Oats,2013,3480.4,81659.8,537.0,7.08
Canada,Oats,2013,3480.4,81659.8,537.0,8.46
Canada,Oats,2013,3480.4,81659.8,537.0,9.85
Canada,Potatoes,1990,25099.4,29568.0,537.0,8.2
Canada,Potatoes,1990,25099.4,29568.0,537.0,9.48
Canada,Potatoes,1990,25099.4,29568.0,537.0,6.07
Canada,Potatoes,1990,25099.4,29568.0,537.0,5.57
Canada,Potatoes,1990,25099.4,29568.0,537.0,7.41
Canada,Potatoes,1990,25099.4,29568.0,537.0,7.82
Canada,Potatoes,1991,9663.7,29477.5,537.0,8.13
Canada,Potatoes,1991,9663.7,29477.5,537.0,9.72
Canada,Potatoes,1991,9663.7,29477.5,537.0,5.82
Canada,Potatoes,1991,9663.7,29477.5,537.0,5.46
Canada,Potatoes,1991,9663.7,29477.5,537.0,7.55
Canada,Potatoes,1991,9663.7,29477.5,537.0,7.89
Canada,Potatoes,1992,11817.3,29387.0,537.0,6.25
Canada,Potatoes,1992,11817.3,29387.0,537.0,8.05
Canada,Potatoes,1992,11817.3,29387.0,537.0,4.41
Canada,Potatoes,1992,11817.3,29387.0,537.0,3.69
Canada,Potatoes,1992,11817.3,29387.0,537.0,5.79
Canada,Potatoes,1992,11817.3,29387.0,537.0,8.77
Canada,Potatoes,1993,10767.4,29296.5,537.0,6.48
Canada,Potatoes,1993,10767.4,29296.5,537.0,8.11
Canada,Potatoes,1993,10767.4,29296.5,537.0,4.52
Canada,Potatoes,1993,10767.4,29296.5,537.0,3.96
Canada,Potatoes,1993,10767.4,29296.5,537.0,5.87
Canada,Potatoes,1993,10767.4,29296.5,537.0,7.69
Canada,Potatoes,1994,11244.8,29206.0,537.0,6.52
Canada,Potatoes,1994,11244.8,29206.0,537.0,8.11
Canada,Potatoes,1994,11244.8,29206.0,537.0,4.72
Canada,Potatoes,1994,11244.8,29206.0,537.0,4.06
Canada,Potatoes,1994,11244.8,29206.0,537.0,5.95
Canada,Potatoes,1994,11244.8,29206.0,537.0,8.27
Canada,Potatoes,1995,10785.9,32234.97,537.0,7.19
Canada,Potatoes,1995,10785.9,32234.97,537.0,8.52
Canada,Potatoes,1995,10785.9,32234.97,537.0,5.47
Canada,Potatoes,1995,10785.9,32234.97,537.0,4.81
Canada,Potatoes,1995,10785.9,32234.97,537.0,6.38
Canada,Potatoes,1995,10785.9,32234.97,537.0,8.49
Canada,Potatoes,1996,11232.3,35263.94,537.0,6.88
Canada,Potatoes,1996,11232.3,35263.94,537.0,7.85
Canada,Potatoes,1996,11232.3,35263.94,537.0,5.25
Canada,Potatoes,1996,11232.3,35263.94,537.0,4.66
Canada,Potatoes,1996,11232.3,35263.94,537.0,5.81
Canada,Potatoes,1996,11232.3,35263.94,537.0,7.16
Canada,Potatoes,1997,11119.5,38292.91,537.0,6.72
Canada,Potatoes,1997,11119.5,38292.91,537.0,8.09
Canada,Potatoes,1997,11119.5,38292.91,537.0,4.54
Canada,Potatoes,1997,11119.5,38292.91,537.0,3.99
Canada,Potatoes,1997,11119.5,38292.91,537.0,6.0
Canada,Potatoes,1997,11119.5,38292.91,537.0,8.23
Canada,Potatoes,1998,11227.1,41321.89,537.0,9.01
Canada,Potatoes,1998,11227.1,41321.89,537.0,10.6
Canada,Potatoes,1998,11227.1,41321.89,537.0,7.0
Canada,Potatoes,1998,11227.1,41321.89,537.0,6.68
Canada,Potatoes,1998,11227.1,41321.89,537.0,8.54
Canada,Potatoes,1998,11227.1,41321.89,537.0,8.72
Canada,Potatoes,1999,11051.7,44350.86,537.0,8.29
Canada,Potatoes,1999,11051.7,44350.86,537.0,9.53
Canada,Potatoes,1999,11051.7,44350.86,537.0,6.71
Canada,Potatoes,1999,11051.7,44350.86,537.0,6.02
Canada,Potatoes,1999,11051.7,44350.86,537.0,7.75
Canada,Potatoes,1999,11051.7,44350.86,537.0,7.69
Canada,Potatoes,2000,11631.4,39718.43,537.0,6.93
Canada,Potatoes,2000,11631.4,39718.43,537.0,8.67
Canada,Potatoes,2000,11631.4,39718.43,537.0,5.14
Canada,Potatoes,2000,11631.4,39718.43,537.0,4.61
Canada,Potatoes,2000,11631.4,39718.43,537.0,6.67
Canada,Potatoes,2000,11631.4,39718.43,537.0,7.63
Canada,Potatoes,2001,10270.3,38501.0,537.0,8.47
Canada,Potatoes,2001,10270.3,38501.0,537.0,9.63
Canada,Potatoes,2001,10270.3,38501.0,537.0,6.46
Canada,Potatoes,2001,10270.3,38501.0,537.0,6.01
Canada,Potatoes,2001,10270.3,38501.0,537.0,7.76
Canada,Potatoes,2001,10270.3,38501.0,537.0,7.77
Canada,Potatoes,2002,11165.2,34264.57,537.0,8.18
Canada,Potatoes,2002,11165.2,34264.57,537.0,9.45
Canada,Potatoes,2002,11165.2,34264.57,537.0,6.01
Canada,Potatoes,2002,11165.2,34264.57,537.0,5.47
Canada,Potatoes,2002,11165.2,34264.57,537.0,7.48
Canada,Potatoes,2002,11165.2,34264.57,537.0,7.82
Canada,Potatoes,2004,12363.0,36163.71,537.0,7.02
Canada,Potatoes,2004,12363.0,36163.71,537.0,8.63
Canada,Potatoes,2004,12363.0,36163.71,537.0,4.91
Canada,Potatoes,2004,12363.0,36163.71,537.0,4.46
Canada,Potatoes,2004,12363.0,36163.71,537.0,6.4
Canada,Potatoes,2004,12363.0,36163.71,537.0,8.95
Canada,Potatoes,2005,11505.3,36382.29,537.0,7.89
Canada,Potatoes,2005,11505.3,36382.29,537.0,9.05
Canada,Potatoes,2005,11505.3,36382.29,537.0,5.95
Canada,Potatoes,2005,11505.3,36382.29,537.0,5.53
Canada,Potatoes,2005,11505.3,36382.29,537.0,7.22
Canada,Potatoes,2005,11505.3,36382.29,537.0,8.38
Canada,Potatoes,2006,13048.2,36585.61,537.0,8.66
Canada,Potatoes,2006,13048.2,36585.61,537.0,9.83
Canada,Potatoes,2006,13048.2,36585.61,537.0,6.95
Canada,Potatoes,2006,13048.2,36585.61,537.0,6.3
Canada,Potatoes,2006,13048.2,36585.61,537.0,7.85
Canada,Potatoes,2006,13048.2,36585.61,537.0,8.31
Canada,Potatoes,2007,12649.8,45146.45,537.0,7.42
Canada,Potatoes,2007,12649.8,45146.45,537.0,9.14
Canada,Potatoes,2007,12649.8,45146.45,537.0,5.25
Canada,Potatoes,2007,12649.8,45146.45,537.0,4.96
Canada,Potatoes,2007,12649.8,45146.45,537.0,7.07
Canada,Potatoes,2007,12649.8,45146.45,537.0,7.72
Canada,Potatoes,2008,12606.5,53707.3,537.0,7.5
Canada,Potatoes,2008,12606.5,53707.3,537.0,8.61
Canada,Potatoes,2008,12606.5,53707.3,537.0,5.62
Canada,Potatoes,2008,12606.5,53707.3,537.0,5.01
Canada,Potatoes,2008,12606.5,53707.3,537.0,6.58
Canada,Potatoes,2008,12606.5,53707.3,537.0,7.3
Canada,Potatoes,2009,12745.3,54529.4,537.0,7.12
Canada,Potatoes,2009,12745.3,54529.4,537.0,8.38
Canada,Potatoes,2009,12745.3,54529.4,537.0,5.27
Canada,Potatoes,2009,12745.3,54529.4,537.0,4.71
Canada,Potatoes,2009,12745.3,54529.4,537.0,6.28
Canada,Potatoes,2009,12745.3,54529.4,537.0,7.8
Canada,Potatoes,2010,39080.9,61050.0,537.0,8.64
Canada,Potatoes,2010,39080.9,61050.0,537.0,9.47
Canada,Potatoes,2010,39080.9,61050.0,537.0,7.11
Canada,Potatoes,2010,39080.9,61050.0,537.0,6.73
Canada,Potatoes,2010,39080.9,61050.0,537.0,7.77
Canada,Potatoes,2010,39080.9,61050.0,537.0,8.33
Canada,Potatoes,2011,36646.2,62107.2,537.0,8.34
Canada,Potatoes,2011,36646.2,62107.2,537.0,9.32
Canada,Potatoes,2011,36646.2,62107.2,537.0,6.52
Canada,Potatoes,2011,36646.2,62107.2,537.0,6.14
Canada,Potatoes,2011,36646.2,62107.2,537.0,7.3
Canada,Potatoes,2011,36646.2,62107.2,537.0,7.21
Canada,Potatoes,2012,38609.2,73508.9,537.0,9.24
Canada,Potatoes,2012,38609.2,73508.9,537.0,10.51
Canada,Potatoes,2012,38609.2,73508.9,537.0,7.09
Canada,Potatoes,2012,38609.2,73508.9,537.0,6.59
Canada,Potatoes,2012,38609.2,73508.9,537.0,8.66
Canada,Potatoes,2012,38609.2,73508.9,537.0,7.85
Canada,Potatoes,2013,41060.6,81659.8,537.0,9.19
Canada,Potatoes,2013,41060.6,81659.8,537.0,10.11
Canada,Potatoes,2013,41060.6,81659.8,537.0,7.86
Canada,Potatoes,2013,41060.6,81659.8,537.0,7.08
Canada,Potatoes,2013,41060.6,81659.8,537.0,8.46
Canada,Potatoes,2013,41060.6,81659.8,537.0,9.85
Canada,Soya beans,1990,2609.6,29568.0,537.0,8.2
Canada,Soya beans,1990,2609.6,29568.0,537.0,9.48
Canada,Soya beans,1990,2609.6,29568.0,537.0,6.07
Canada,Soya beans,1990,2609.6,29568.0,537.0,5.57
Canada,Soya beans,1990,2609.6,29568.0,537.0,7.41
Canada,Soya beans,1990,2609.6,29568.0,537.0,7.82
Canada,Soya beans,1991,2441.5,29477.5,537.0,8.13
Canada,Soya beans,1991,2441.5,29477.5,537.0,9.72
Canada,Soya beans,1991,2441.5,29477.5,537.0,5.82
Canada,Soya beans,1991,2441.5,29477.5,537.0,5.46
Canada,Soya beans,1991,2441.5,29477.5,537.0,7.55
Canada,Soya beans,1991,2441.5,29477.5,537.0,7.89
Canada,Soya beans,1992,2336.3,29387.0,537.0,6.25
Canada,Soya beans,1992,2336.3,29387.0,537.0,8.05
Canada,Soya beans,1992,2336.3,29387.0,537.0,4.41
Canada,Soya beans,1992,2336.3,29387.0,537.0,3.69
Canada,Soya beans,1992,2336.3,29387.0,537.0,5.79
Canada,Soya beans,1992,2336.3,29387.0,537.0,8.77
Canada,Soya beans,1993,2600.5,29296.5,537.0,6.48
Canada,Soya beans,1993,2600.5,29296.5,537.0,8.11
Canada,Soya beans,1993,2600.5,29296.5,537.0,4.52
Canada,Soya beans,1993,2600.5,29296.5,537.0,3.96
Canada,Soya beans,1993,2600.5,29296.5,537.0,5.87
Canada,Soya beans,1993,2600.5,29296.5,537.0,7.69
Canada,Soya beans,1994,2744.7,29206.0,537.0,6.52
Canada,Soya beans,1994,2744.7,29206.0,537.0,8.11
Canada,Soya beans,1994,2744.7,29206.0,537.0,4.72
Canada,Soya beans,1994,2744.7,29206.0,537.0,4.06
Canada,Soya beans,1994,2744.7,29206.0,537.0,5.95
Canada,Soya beans,1994,2744.7,29206.0,537.0,8.27
Canada,Soya beans,1995,2788.2,32234.97,537.0,7.19
Canada,Soya beans,1995,2788.2,32234.97,537.0,8.52
Canada,Soya beans,1995,2788.2,32234.97,537.0,5.47
Canada,Soya beans,1995,2788.2,32234.97,537.0,4.81
Canada,Soya beans,1995,2788.2,32234.97,537.0,6.38
Canada,Soya beans,1995,2788.2,32234.97,537.0,8.49
Canada,Soya beans,1996,2516.8,35263.94,537.0,6.88
Canada,Soya beans,1996,2516.8,35263.94,537.0,7.85
Canada,Soya beans,1996,2516.8,35263.94,537.0,5.25
Canada,Soya beans,1996,2516.8,35263.94,537.0,4.66
Canada,Soya beans,1996,2516.8,35263.94,537.0,5.81
Canada,Soya beans,1996,2516.8,35263.94,537.0,7.16
Canada,Soya beans,1997,2583.7,38292.91,537.0,6.72
Canada,Soya beans,1997,2583.7,38292.91,537.0,8.09
Canada,Soya beans,1997,2583.7,38292.91,537.0,4.54
Canada,Soya beans,1997,2583.7,38292.91,537.0,3.99
Canada,Soya beans,1997,2583.7,38292.91,537.0,6.0
Canada,Soya beans,1997,2583.7,38292.91,537.0,8.23
Canada,Soya beans,1998,2792.2,41321.89,537.0,9.01
Canada,Soya beans,1998,2792.2,41321.89,537.0,10.6
Canada,Soya beans,1998,2792.2,41321.89,537.0,7.0
Canada,Soya beans,1998,2792.2,41321.89,537.0,6.68
Canada,Soya beans,1998,2792.2,41321.89,537.0,8.54
Canada,Soya beans,1998,2792.2,41321.89,537.0,8.72
Canada,Soya beans,1999,2769.8,44350.86,537.0,8.29
Canada,Soya beans,1999,2769.8,44350.86,537.0,9.53
Canada,Soya beans,1999,2769.8,44350.86,537.0,6.71
Canada,Soya beans,1999,2769.8,44350.86,537.0,6.02
Canada,Soya beans,1999,2769.8,44350.86,537.0,7.75
Canada,Soya beans,1999,2769.8,44350.86,537.0,7.69
Canada,Soya beans,2000,2548.3,39718.43,537.0,6.93
Canada,Soya beans,2000,2548.3,39718.43,537.0,8.67
Canada,Soya beans,2000,2548.3,39718.43,537.0,5.14
Canada,Soya beans,2000,2548.3,39718.43,537.0,4.61
Canada,Soya beans,2000,2548.3,39718.43,537.0,6.67
Canada,Soya beans,2000,2548.3,39718.43,537.0,7.63
Canada,Soya beans,2001,1529.8,38501.0,537.0,8.47
Canada,Soya beans,2001,1529.8,38501.0,537.0,9.63
Canada,Soya beans,2001,1529.8,38501.0,537.0,6.46
Canada,Soya beans,2001,1529.8,38501.0,537.0,6.01
Canada,Soya beans,2001,1529.8,38501.0,537.0,7.76
Canada,Soya beans,2001,1529.8,38501.0,537.0,7.77
Canada,Soya beans,2002,2281.4,34264.57,537.0,8.18
Canada,Soya beans,2002,2281.4,34264.57,537.0,9.45
Canada,Soya beans,2002,2281.4,34264.57,537.0,6.01
Canada,Soya beans,2002,2281.4,34264.57,537.0,5.47
Canada,Soya beans,2002,2281.4,34264.57,537.0,7.48
Canada,Soya beans,2002,2281.4,34264.57,537.0,7.82
Canada,Soya beans,2004,2593.9,36163.71,537.0,7.02
Canada,Soya beans,2004,2593.9,36163.71,537.0,8.63
Canada,Soya beans,2004,2593.9,36163.71,537.0,4.91
Canada,Soya beans,2004,2593.9,36163.71,537.0,4.46
Canada,Soya beans,2004,2593.9,36163.71,537.0,6.4
Canada,Soya beans,2004,2593.9,36163.71,537.0,8.95
Canada,Soya beans,2005,2708.2,36382.29,537.0,7.89
Canada,Soya beans,2005,2708.2,36382.29,537.0,9.05
Canada,Soya beans,2005,2708.2,36382.29,537.0,5.95
Canada,Soya beans,2005,2708.2,36382.29,537.0,5.53
Canada,Soya beans,2005,2708.2,36382.29,537.0,7.22
Canada,Soya beans,2005,2708.2,36382.29,537.0,8.38
Canada,Soya beans,2006,2885.0,36585.61,537.0,8.66
Canada,Soya beans,2006,2885.0,36585.61,537.0,9.83
Canada,Soya beans,2006,2885.0,36585.61,537.0,6.95
Canada,Soya beans,2006,2885.0,36585.61,537.0,6.3
Canada,Soya beans,2006,2885.0,36585.61,537.0,7.85
Canada,Soya beans,2006,2885.0,36585.61,537.0,8.31
Canada,Soya beans,2007,2301.0,45146.45,537.0,7.42
Canada,Soya beans,2007,2301.0,45146.45,537.0,9.14
Canada,Soya beans,2007,2301.0,45146.45,537.0,5.25
Canada,Soya beans,2007,2301.0,45146.45,537.0,4.96
Canada,Soya beans,2007,2301.0,45146.45,537.0,7.07
Canada,Soya beans,2007,2301.0,45146.45,537.0,7.72
Canada,Soya beans,2008,2790.6,53707.3,537.0,7.5
Canada,Soya beans,2008,2790.6,53707.3,537.0,8.61
Canada,Soya beans,2008,2790.6,53707.3,537.0,5.62
Canada,Soya beans,2008,2790.6,53707.3,537.0,5.01
Canada,Soya beans,2008,2790.6,53707.3,537.0,6.58
Canada,Soya beans,2008,2790.6,53707.3,537.0,7.3
Canada,Soya beans,2009,2537.1,54529.4,537.0,7.12
Canada,Soya beans,2009,2537.1,54529.4,537.0,8.38
Canada,Soya beans,2009,2537.1,54529.4,537.0,5.27
Canada,Soya beans,2009,2537.1,54529.4,537.0,4.71
Canada,Soya beans,2009,2537.1,54529.4,537.0,6.28
Canada,Soya beans,2009,2537.1,54529.4,537.0,7.8
Canada,Soya beans,2010,2951.5,61050.0,537.0,8.64
Canada,Soya beans,2010,2951.5,61050.0,537.0,9.47
Canada,Soya beans,2010,2951.5,61050.0,537.0,7.11
Canada,Soya beans,2010,2951.5,61050.0,537.0,6.73
Canada,Soya beans,2010,2951.5,61050.0,537.0,7.77
Canada,Soya beans,2010,2951.5,61050.0,537.0,8.33
Canada,Soya beans,2011,2873.8,62107.2,537.0,8.34
Canada,Soya beans,2011,2873.8,62107.2,537.0,9.32
Canada,Soya beans,2011,2873.8,62107.2,537.0,6.52
Canada,Soya beans,2011,2873.8,62107.2,537.0,6.14
Canada,Soya beans,2011,2873.8,62107.2,537.0,7.3
Canada,Soya beans,2011,2873.8,62107.2,537.0,7.21
Canada,Soya beans,2012,3001.0,73508.9,537.0,9.24
Canada,Soya beans,2012,3001.0,73508.9,537.0,10.51
Canada,Soya beans,2012,3001.0,73508.9,537.0,7.09
Canada,Soya beans,2012,3001.0,73508.9,537.0,6.59
Canada,Soya beans,2012,3001.0,73508.9,537.0,8.66
Canada,Soya beans,2012,3001.0,73508.9,537.0,7.85
Canada,Soya beans,2013,2871.6,81659.8,537.0,9.19
Canada,Soya beans,2013,2871.6,81659.8,537.0,10.11
Canada,Soya beans,2013,2871.6,81659.8,537.0,7.86
Canada,Soya beans,2013,2871.6,81659.8,537.0,7.08
Canada,Soya beans,2013,2871.6,81659.8,537.0,8.46
Canada,Soya beans,2013,2871.6,81659.8,537.0,9.85
Canada,Wheat,1990,2276.9,29568.0,537.0,8.2
Canada,Wheat,1990,2276.9,29568.0,537.0,9.48
Canada,Wheat,1990,2276.9,29568.0,537.0,6.07
Canada,Wheat,1990,2276.9,29568.0,537.0,5.57
Canada,Wheat,1990,2276.9,29568.0,537.0,7.41
Canada,Wheat,1990,2276.9,29568.0,537.0,7.82
Canada,Wheat,1991,2255.9,29477.5,537.0,8.13
Canada,Wheat,1991,2255.9,29477.5,537.0,9.72
Canada,Wheat,1991,2255.9,29477.5,537.0,5.82
Canada,Wheat,1991,2255.9,29477.5,537.0,5.46
Canada,Wheat,1991,2255.9,29477.5,537.0,7.55
Canada,Wheat,1991,2255.9,29477.5,537.0,7.89
Canada,Wheat,1992,2160.3,29387.0,537.0,6.25
Canada,Wheat,1992,2160.3,29387.0,537.0,8.05
Canada,Wheat,1992,2160.3,29387.0,537.0,4.41
Canada,Wheat,1992,2160.3,29387.0,537.0,3.69
Canada,Wheat,1992,2160.3,29387.0,537.0,5.79
Canada,Wheat,1992,2160.3,29387.0,537.0,8.77
Canada,Wheat,1993,2202.7,29296.5,537.0,6.48
Canada,Wheat,1993,2202.7,29296.5,537.0,8.11
Canada,Wheat,1993,2202.7,29296.5,537.0,4.52
Canada,Wheat,1993,2202.7,29296.5,537.0,3.96
Canada,Wheat,1993,2202.7,29296.5,537.0,5.87
Canada,Wheat,1993,2202.7,29296.5,537.0,7.69
Canada,Wheat,1994,2127.5,29206.0,537.0,6.52
Canada,Wheat,1994,2127.5,29206.0,537.0,8.11
Canada,Wheat,1994,2127.5,29206.0,537.0,4.72
Canada,Wheat,1994,2127.5,29206.0,537.0,4.06
Canada,Wheat,1994,2127.5,29206.0,537.0,5.95
Canada,Wheat,1994,2127.5,29206.0,537.0,8.27
Canada,Wheat,1995,2246.7,32234.97,537.0,7.19
Canada,Wheat,1995,2246.7,32234.97,537.0,8.52
Canada,Wheat,1995,2246.7,32234.97,537.0,5.47
Canada,Wheat,1995,2246.7,32234.97,537.0,4.81
Canada,Wheat,1995,2246.7,32234.97,537.0,6.38
Canada,Wheat,1995,2246.7,32234.97,537.0,8.49
Canada,Wheat,1996,2430.4,35263.94,537.0,6.88
Canada,Wheat,1996,2430.4,35263.94,537.0,7.85
